Author,Title,URL,Publish Date,Views,Rating,Keywords,Streams,FPS,Itag,Process
Milk,NEW SET DEBONAIR VIP BRAND REROLL!! THIS UNIT IS TOO BROKEN - TFT Set 6.5 PBE | Milk,https://www.youtube.com/watch?v=UOZ8_oA7HqI,2022-02-02,32723,,"['tft new set', 'tft set 6.5', 'tft set 6.5 pbe', 'tft pbe silco', 'tft debonair', 'tft silco', 'tft zeri', 'tft vip', 'tft vip bonus', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'teamfight tactics set 6.5', 'milk tft', 'rank 1 tft', 'tft pbe 6.5']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,BIS BACKLINE JAYCE WITH MAKESHIFT INNOVATOR DRAGON!! INSANE CRIT DAMAGE | TFT Milk,https://www.youtube.com/watch?v=ycrrCbOqaDo,2022-01-31,20892,,"['tft dragon', 'tft dragon innovator', 'tft jayce carry', 'tft backline jayce', 'tft jayce items set 6', 'tft innovator 7', 'tft best comps', 'tft gameplay', 'tft set 6', 'tft rank 1', 'tft milk', 'tft milk guy', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft guide', 'tft meta comps']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,GOLD COLLECTOR KATARINA!! Jumps on Lowest HP Unit and Farms Them Ft. Pgod K3soju | TFT Milk,https://www.youtube.com/watch?v=5WbAdc8bAEg,2022-01-29,30773,,"['tft gold collector', 'tft katarina carry', 'tft katarina reroll', 'tft assassin comp set 6', 'tft assassin reroll', 'tft portable forge items', 'tft meta comps', 'tft rank 1', 'tft milk', 'tft milk guy', 'tft k3soju', 'tft pgod', 'deliciousmilkgg tft', 'tft katarina items', 'teamfight tactics', 'tft', 'tft set 6']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,THE PERFECT YORDLE REROLL!! Wise Spending Golden Ticket Yordles Ft. Kiyoon Rayditz K3soju | TFT Milk,https://www.youtube.com/watch?v=c1XzNjtu3eM,2022-01-26,76385,,"['tft yordle comp', 'yordle tft', 'veigar tft', 'yordle reroll', 'yordle lord', 'tft golden ticket', 'wise spending tft', 'tft 3 prismatic augments', 'teamfight tactics', 'tft', 'tft k3soju', 'tft kiyoon', 'tft rayditz', 'tft prestivent', 'tft milk', 'tft milk guy', 'tft rank 1', 'rank 1 player tft', 'deliciousmilkgg tft', 'tft set 6', 'tft meta comps']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,THEY BUFFED CHO'GATH!! Immortal Cho with Malz Healing FT. TSM Kiyoon K3soju Rayditz | Milk,https://www.youtube.com/watch?v=OfMbyvRkTGI,2022-01-24,32351,,"[""tft cho'gath"", ""cho'gath comp tft"", ""tft cho'gath items"", ""tft protector cho'gath"", 'tft protector malzahar', 'tft best comps', 'tft meta comps', 'tft rank 1 player', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'k3soju tft', 'kiyoon tft', 'rayditz', 'robinsongz', 'tft milk', 'milk guy', 'tft set 6']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,4 TACTICIAN'S CROWNS BROKE TFT!! 13 Units Board FT. K3soju & Robinsongz - Teamfight Tactics | Milk,https://www.youtube.com/watch?v=keIUxkarqHM,2022-01-22,46145,,"['tft tacticians crown', 'tft tahm kench', 'tft tahm kench feed', 'tft mercenary', 'tft fon', 'tft k3soju', 'tft milk', 'tft robinsongz', 'milk guy tft', 'rank 1 tft', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft set 6', 'tft full gameplay']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,WE WON CHINA'S INTERNATIONAL DUO TOURNAMENT! FT. K3SOJU - Teamfight Tactics Rank 1 & 2 | Milk,https://www.youtube.com/watch?v=6ijmOtTBKxs,2022-01-19,69649,,"['tft duo tournament', 'tft tournament set 6', 'tft tournament soju', 'tft tournament milk', 'tft double up', 'double up tournament tft', 'tft tourney', 'set 6 tournament tft', 'k3soju', 'milk tft', 'milk guy', 'teamfight tactics', 'deliciousmilkgg tft', 'tft', 'tft set 6', 'hextech havoc double up', 'double up hextech havoc']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,DAY 2 | Rank 1 and 2 NA Play in China’s International TFT Double up Tournament FT. K3soju | Milk,https://www.youtube.com/watch?v=hyx5Q7o7PD0,2022-01-17,45535,,"['tft duo tournament', 'tft tournament set 6', 'tft tournament soju', 'tft tournament milk', 'tft double up', 'double up tournament tft', 'tft tourney', 'set 6 tournament tft', 'k3soju', 'milk tft', 'milk guy', 'teamfight tactics', 'deliciousmilkgg tft', 'tft', 'tft set 6', 'hextech havoc double up', 'double up hextech havoc']","<Stream: itag=""397"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""av01.0.04M.08"" progressive=""False"" type=""video"">",30,397,TRUE
Milk,DAY 1 | Rank 1 and 2 NA Play in China’s International TFT Double up Tournament FT. K3soju | Milk,https://www.youtube.com/watch?v=2Aects5QPy8,2022-01-16,88735,,"['tft duo tournament', 'tft tournament set 6', 'tft tournament soju', 'tft tournament milk', 'tft double up', 'double up tournament tft', 'tft tourney', 'set 6 tournament tft', 'k3soju', 'milk tft', 'milk guy', 'teamfight tactics', 'deliciousmilkgg tft', 'tft', 'tft set 6', 'hextech havoc double up', 'double up hextech havoc']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,8 ACADEMY 4 CHALLENGER BACKLINE JAYCE!! WIPES EVERYTHING IN 8 SECONDS FT. Robinsongz | Milk TFT,https://www.youtube.com/watch?v=6bpoqZj0ulg,2022-01-15,10759,,"['8 academy tft', '8 academy comp', 'tft 8 academy', 'backline jayce tft', 'backline jayce items', 'challenger academy tft', '8 challenger tft', 'milk tft', 'robin tft', 'liquid robin', 'robinsongz', 'milk guy tft', 'rank 1 tft', 'set 6 best comps tft', 'tft pro gameplay', 'deliciousmilkgg tft', 'tft', 'teamfight tactics', '8 academy tft set 6', 'tft set 6', 'tft duo tournament', 'tft hextech havoc']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,3 STAR TAHM KENCH 1V9 EATS ENTIRE BOARD FT. K3soju - Teamfight Tactics Rank 1 & 2 | Milk,https://www.youtube.com/watch?v=g3Obu1RTTIk,2022-01-14,19204,,"['3 star tahm kench tft', 'tahm kench 3 star', 'tft tahm 3', 'tft kench 3', 'tft tahm kench set 6', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'rank 1 tft set 6', 'tft duos', 'tft double up best comps', 'k3soju', 'k3soju tft', 'milk tft', 'milk guy tft', 'level 3 tahm kench', 'tahm 3 star', 'legendary tft', 'tft set 6', 'set 6']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,TRIPLE PRISMATIC TYRANT!! 5 Imperial Infinite AD Samira Build Ft. Robinsongz - TFT Set 6 | Milk,https://www.youtube.com/watch?v=Bl8aRReM3hM,2022-01-13,23807,,"['tft samira carry', 'tft samira reroll', 'tft samira build', 'samira best build', 'tft imperial samira', 'tft meta comps', 'tft rank 1 player', 'tft milk', 'tft milk guy', 'tft best comps', 'tft robinsongz', 'liquid robin', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft set 6', 'tft double up', 'tft duo']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,3 STAR GALIO AND 3 STAR VIKTOR!! Double Up Mode with K3soju - Teamfight Tactics Rank 1 & 2 | Milk,https://www.youtube.com/watch?v=y9D9Gw-LJT0,2022-01-12,25382,,"['3 star galio', '3 star viktor', 'viktor 3 star tft', 'galio 3 star', 'tft set 6', 'tft duos', 'tft double up', 'tft milk', 'tft k3soju', 'tft soju', 'teamfight tactics', 'deliciousmilkgg tft', 'tft', 'tft rank 1 player', '3 star galio tft', '3 star viktor tft', 'tft 12.1 comps', 'tft milk guy', 'rank 1 set 6', 'rank 1 and 2 duo tft']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,DOUBLE TAHM KENCH FARMED ME 3 FONS!! - Teamfight Tactics Rank 1 | Milk,https://www.youtube.com/watch?v=BEEBy5XLOwE,2022-01-10,16429,,"['tft tahm kench', 'tahm kench tft', 'tahm kench feed', 'tft rank 1 player', 'tahm kench item farm tft', 'tft tahm kench carry', 'tft new patch', 'tft set 6 kench', 'tft kench feed', 'deliciousmilkgg tft', 'teamfight tactics', 'tft set 6', 'rank 1 tft', 'milk guy', 'tft milk', 'tft rank 1 set 6', 'tft patch 12.1 comps', 'tft challenger comp', 'tft challenger gameplay', 'tacticians crown']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,NEW PATCH KAISA IS STILL INSANE!! Triple Morello Kai'Sa Carry Patch 12.1 - TFT Rank 1 | Milk,https://www.youtube.com/watch?v=2hvis6uHOeU,2022-01-07,6921,,"['tft kaisa', 'tft new patch', 'tft kaisa carry', 'tft set 6 kaisa', 'tft set 6', 'tft jayce carry', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'rank 1 tft', 'milk guy', 'tft milk', 'tft rank 1 player', 'tft rank 1 set 6', 'tft patch 12.1 comps', 'tft morello stack', 'tft challenger comp', 'tft challenger gameplay']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,3 STAR JAYCE!! Triple Prismatic Augment Jayce 3 VS Akali 3 - Teamfight Tactics Rank 1 | Milk,https://www.youtube.com/watch?v=CzOPg6FacAc,2022-01-03,31888,,"['3 star jayce tft', 'set 6 jayce 3', 'tft jayce 3 star', 'tft jayce carry', 'tft backline jayce', 'tft rank 1', 'tft rank 1 player', 'tft rank 1 gameplay', '3 star 5 cost tft', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft set 6', '3 star akali', 'Teamfight Tactics Rank 1', 'tft triple prismatic', 'tft prismatic', 'tft augments', 'milk tft', 'milk guy tft']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,THE BOYS GO 3 SOCIALITE CLAPIO/KAISA!! Ft. K3soju & TSM Kiyoon - Teamfight Tactics Rank 1 | Milk,https://www.youtube.com/watch?v=3nI045YYKNk,2021-12-31,10128,,"['tft clapio', 'tft kaisa', 'tft k3soju', 'tft kiyoon', 'tft milk', 'tft milk guy', 'clapio comp', 'kaisa comp', 'clapio items', 'kaisa items tft', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft guide', 'tft set 6', 'tft rank 1', 'teamfight tactics rank 1', 'tft meta set 6', 'tft funny moments']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,TFT RANK 1 CHALLENGER AGAIN! Hitting Rank 1 with Kai’Sa and Urgot - Teamfight Tactics | Milk,https://www.youtube.com/watch?v=ZnPaJBGxc6E,2021-12-29,10916,,"['tft rank 1', 'tft rank 1 player', 'rank 1 tft gameplay', 'rank 1 tft set 6', 'rank 1 tft', 'milk guy', 'tft', 'deliciousmilkgg tft', 'milk tft', 'k3soju tft', 'teamfight tactics', 'tft guide', 'tft challenger gameplay', 'best tft player', 'teamfight tactics rank 1', 'tft rank 1 set 6']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,10 STREAK JACKPOT!! Mercenary Cash Out into Legendary Comp - Teamfight Tactics Patch 11.24b | Milk,https://www.youtube.com/watch?v=JwN02hZHWFQ,2021-12-27,14185,,"['tft mercenary chest', 'tft mercenary 7', 'tft mercenary lose streak', 'tft mercenary opener', 'tft mercenary cash out', 'mercenary tft', 'tft meta comps', 'tft best comps', 'tft mercs', 'kaisa tft', 'tahm kench tft', 'jayce tft', 'jinx tft', 'tft rank 1', 'rank 1 tft gameplay', 'teamfight tactics', 'tft', 'tft guide', 'tft legendary comp', 'legendary comp tft', 'tft legendary']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,RFC YONE TECH!! This RFC Yone Meta Is Too Broken - Teamfight Tactics Patch 11.24b | Milk,https://www.youtube.com/watch?v=c1rWCxfemDg,2021-12-24,5007,,"['tft yone carry', 'tft yone comp', 'yone carry set 6', '3 star yone tft', 'tft meta', 'tft meta comps', 'tft best comps', 'tft meta 11.24', 'deliciousmilkgg tft', 'milk guy tft', 'tft milk', 'rank 1 tft set 6', 'rank 1 tft gameplay', 'tft rfc', 'teamfight tactics', 'tft', 'patch 11.24b', 'k3soju tft', 'tft set 6', 'tft guide', 'tft tech set 6']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,3 STAR AD FIORA!! I Tried Fiora Carry AD Build and Was Shocked (TFT Set 6) | Milk,https://www.youtube.com/watch?v=g7f43zC_mUs,2021-12-22,5364,,"['tft 3 star fiora', 'tft fiora carry', 'tft set 6 fiora carry', 'fiora carry tft set 6', '3 star fiora', 'tft challenger gameplay', 'tft challenger comp', 'tft set 6 fiora', 'tft ad fiora', 'tft fiora items', 'tft fiora build', 'tft socialite comp', 'tft fiora comp', 'tft best comps', 'tft milk guy', 'tft milk', 'tft milk mortdog', 'deliciousmilkgg tft', 'tft', 'teamfight tactics', 'tft guide', 'tft rank 1']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,7 SYNDICATE IS BROKEN!! Viktor ATK Speed and MR Shred Build (TFT Patch 11.24b) | Milk,https://www.youtube.com/watch?v=VG6M4QTKOjA,2021-12-19,2983,,"['tft syndicate', 'tft syndicate comp', 'tft syndicate guide', 'tft viktor carry', 'tft syndicate set 6', 'tft viktor set 6', 'tft kaisa set 6', 'tft milk', 'tft pro comps', 'tft comb', 'tft patch 11.24b', 'tft meta comps', 'tft milk guy', 'teamfight tactics', 'tft guide', 'teamfight tactics set 6', 'tft set 6', 'tft statikk shiv', 'tft rfc', 'tft broken comps', 'tft broken build', 'tft broken champs']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,STAND BEHIND ME!! Yone Tanks and Carries with Bodyguard Challenger Comp (TFT Patch 11.24b) | Milk,https://www.youtube.com/watch?v=jwwJpuUPAys,2021-12-17,3685,,"['tft stand behind me', 'tft titanic force', 'tft bodyguard comp', 'tft bodyguard build', 'tft challenger comp', 'tft challenger gameplay', 'tft challenger set 6', 'tft rank 1', 'tft set 6 yone', 'yone tft carry', 'tft augments', 'tft milk', 'tft milk guy', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft guide', 'tft best comps', 'tft 11.24b', 'tft 11.24 patch']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,3 HP COMEBACK!! Protector Cho'Gath in Giant Slayer Duo/Solo Tournament Ft. Becca (TFT Set 6) | Milk,https://www.youtube.com/watch?v=sr0AEicY3pQ,2021-12-13,3913,,"['tft tournament set 6', 'tft duo tournament', 'tft pro tournament', 'tft giant slayer', ""tft cho'gath"", ""tft cho'gath set 6"", ""tft cho'gath carry"", 'tft protector chogath', 'becca tft', 'milk tft', 'k3soju tft', 'kiyoon tft', 'robinsongz tft', 'ramblinnn tft', 'kurumx tft', 'deliciousmilkgg tft', 'teamfight tactics', 'tft', 'tft best comps', 'tft set 6']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
Milk,Double Up with Mortdog! Double Clapio in Duo Mode (TFT Patch 11.24) | Milk,https://www.youtube.com/watch?v=aFAIXYxGtHQ,2021-12-11,5961,,"['mortdog tft set 6', 'milk tft', 'double up tft', 'tft duo mode', 'tft lab partners', 'tft duo tournament', 'tft double up tourney', 'clapio tft', 'tft galio ad', 'tft clapio items', 'tft fun comps', 'deliciousmilkgg tft', 'teamfight tactics', 'tft best comps', 'teamfight tactics op', 'teamfight tactics gameplay', 'teamfight tactics strategy', 'tft comps', 'set 6', 'tft milk mortdog']","<Stream: itag=""135"" mime_type=""video/mp4"" res=""480p"" fps=""30fps"" vcodec=""avc1.4d401f"" progressive=""False"" type=""video"">",30,135,TRUE
